PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_TGT,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_TGT,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TIERS,WORST_RK,XPA,XPM
Qadree Ollison,,,,,,,,,,,,,0.1,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,273.0,0.3,0.0,1.0,,,,,,57.0,,0.0,0.0,,3.0,0.3,21.0,,,,,,0.0,0.0,6.0,RB,82.3,50.0,105.0,18.0,9.0,119.0,0.1,257.9,146.0,0.3,79.4,50.0,90.0,18.4,9.0,135.0,105.0,63.3,9.0,370.0,,0.0,0.0,0.0,0.0,,359.0,1.0,0.0,3.0,,,28.0,0.0,75.9,ATL,14.0,387.0,,
Quez Watkins,,,,,,,,,,,,,2.8,,,,,,,,,,1.2,0.2,2.2,17.7,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,6.0,16.6,17.0,,,,,,,,32.0,,145.9,132.0,165.0,10.9,11.0,169.0,3.9,,,23.6,95.3,63.0,117.0,19.8,9.0,144.0,163.0,,11.0,,,7.0,1.0,13.0,106.0,,,0.0,0.0,0.0,,,3.0,0.0,,PHI,,,,
Quintez Cephus,,,,,,,,,,,,,3.6,,,,,,,0.0,0.0,,1.5,0.2,2.7,26.8,,291.2,0.0,0.0,0.0,,,,,,166.0,,0.0,0.0,,4.0,46.9,23.0,,,,,,0.0,0.0,6.0,WR,102.3,66.0,102.0,9.4,8.0,132.0,5.1,274.5,165.0,66.9,96.8,71.0,94.0,10.7,8.0,122.0,102.0,36.3,8.0,361.0,,20.0,2.0,35.0,349.0,,298.0,0.0,0.0,0.0,,,30.0,0.0,28.8,DET,13.0,362.0,,
Racey McMath,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,7.0,0.0,25.0,,,,,,,,20.0,,180.0,137.0,214.0,43.0,12.0,223.0,0.0,,,0.0,191.1,135.0,198.0,46.4,12.0,280.0,212.0,,12.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,27.0,0.0,,TEN,,,,
Raheem Mostert,,,,,,,,,,,,,10.5,,,,,,,0.0,0.0,,2.0,0.1,2.4,19.5,,79.1,13.0,0.3,65.1,,,,,,47.0,,12.5,25.0,,1.0,83.7,7.0,,,,,,0.0,0.0,14.0,RB,29.6,21.0,27.0,4.4,5.0,49.0,12.5,82.2,44.0,99.7,30.3,21.0,29.0,4.6,5.0,45.0,29.0,17.0,5.0,132.0,,16.0,1.0,19.0,156.0,,71.0,104.0,2.0,521.0,,,10.0,50.0,15.7,SF,7.0,144.0,,
Rakeem Boyd,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,33.0,,138.7,108.0,173.0,23.2,11.0,164.0,0.0,,,0.0,142.3,115.0,179.0,23.8,12.0,173.0,177.0,,11.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,,,,
Randall Cobb,,,,,,,,,,,,,6.2,,,,,,,0.0,0.0,,3.8,0.3,4.8,44.1,,234.6,0.0,0.0,0.0,,,,,,99.0,,0.0,0.0,,2.0,62.1,29.0,,,,,,0.0,0.0,19.0,WR,84.2,43.0,84.0,12.5,8.0,120.0,10.0,212.3,97.0,100.1,76.8,42.0,78.0,12.2,8.0,105.0,82.0,39.3,8.0,298.0,,38.0,3.0,48.0,441.0,,237.0,0.0,0.0,0.0,,,29.0,0.0,40.9,GB,12.0,370.0,,
Randy Bullock,0.0,3.0,8.0,7.0,3.0,0.0,0.3,0.7,0.6,0.3,,,8.3,,,,,,,0.0,0.0,,,,,,,318.7,,,,,,2.1,2.0,,130.0,,0.0,41.7,,,100.0,1.0,,,,,,0.0,0.0,2.0,K,29.1,11.0,31.0,3.8,5.0,35.0,,315.0,239.0,,,,,,,,,24.9,,353.0,,,,,,,372.0,,,,,,8.0,58.3,25.6,DET,14.0,353.0,25.0,24.0
Rashaad Penny,,,,,,,,,,,,,1.1,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,161.9,3.7,0.0,11.3,,,,,,59.0,,0.0,0.0,,2.0,3.4,24.0,,,,,,0.0,0.0,9.0,RB,52.7,24.0,53.0,6.9,6.0,80.0,1.1,180.3,126.0,3.4,57.3,44.0,52.0,7.3,7.0,89.0,53.0,32.0,6.0,327.0,,0.0,0.0,0.0,0.0,,158.0,11.0,0.0,34.0,,,30.0,0.0,29.8,SEA,10.0,283.0,,
Rashard Higgins,,,,,,,,,,,,,6.5,,,,,,,0.0,0.0,,2.8,0.3,4.0,46.1,,267.9,0.0,0.0,0.0,,,,,,138.0,,0.0,46.2,,3.0,83.9,32.0,,,,,,0.0,0.0,24.0,WR,93.8,63.0,95.0,10.1,8.0,130.0,9.3,281.1,216.0,120.9,99.1,78.0,96.0,9.0,8.0,131.0,95.0,29.9,8.0,377.0,,37.0,4.0,52.0,599.0,,275.0,0.0,0.0,0.0,,,31.0,23.1,33.3,CLE,12.0,385.0,,
Rashod Bateman,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,163.4,0.0,0.0,0.0,,,,,,62.0,,0.0,0.0,,2.0,0.0,15.0,,,,,,0.0,0.0,16.0,WR,62.4,27.0,62.0,13.8,7.0,107.0,0.0,189.4,107.0,0.0,69.8,46.0,70.0,12.1,7.0,107.0,64.0,40.2,7.0,306.0,,0.0,0.0,0.0,0.0,,161.0,0.0,0.0,0.0,,,18.0,0.0,44.9,BAL,10.0,306.0,,
Ray-Ray McCloud,,,,,,,,,,,,,0.8,,,,,,,,,,1.3,0.0,1.4,4.8,,,0.3,0.0,4.1,,,,,,,,0.0,0.0,,5.0,12.2,22.0,,,,,,,,14.0,,138.5,63.0,180.0,45.0,11.0,178.0,2.0,,,32.2,160.8,142.0,176.0,17.7,11.0,196.0,179.0,,11.0,,,20.0,0.0,22.0,77.0,,,4.0,0.0,65.0,,,22.0,0.0,,PIT,,,,
Raymond Calais,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,340.0,0.0,0.0,0.0,,,,,,182.0,,0.0,0.0,,3.0,0.0,1.0,,,,,,0.0,0.0,10.0,RB,101.1,57.0,122.0,18.3,10.0,148.0,0.0,402.0,321.0,0.0,129.3,96.0,143.0,24.0,11.0,169.0,121.0,85.0,10.0,544.0,,0.0,0.0,0.0,0.0,,426.0,0.0,0.0,0.0,,,5.0,0.0,31.2,LAR,15.0,382.0,,
Reggie Bonnafon,,,,,,,,,,,,,7.3,,,,,,,,,,1.0,0.5,1.0,9.0,,,6.0,0.0,34.5,,,,,,,,0.0,0.0,,4.0,14.7,27.0,,,,,,,,26.0,,144.6,91.0,155.0,17.1,11.0,173.0,8.3,,,16.7,123.0,108.0,154.0,17.3,11.0,155.0,152.0,,11.0,,,2.0,1.0,2.0,18.0,,,12.0,0.0,69.0,,,20.0,0.0,,CAR,,,,
Reggie Gilliam,,,,,,,,,,,,,0.5,,,,,,,,,,0.1,0.1,0.1,1.1,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,7.6,23.0,,,,,,,,20.0,,146.5,114.0,189.0,32.5,12.0,179.0,0.7,,,9.6,125.2,106.0,155.0,17.5,11.0,146.0,190.0,,11.0,,,2.0,1.0,2.0,16.0,,,0.0,0.0,0.0,,,22.0,0.0,,BUF,,,,
Reid Sinnett,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,7.0,,0.0,0.0,0.0,0,,,29.0,,94.3,78.0,103.0,11.6,9.0,104.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,3.0,0.0,,MIA,,,,
Rex Burkhead,,,,,,,,,,,,,8.3,,,,,,,0.0,0.0,,2.5,0.3,3.3,19.2,,309.6,6.7,0.3,27.4,,,,,,170.0,,20.0,50.0,,4.0,82.6,17.0,,,,,,0.0,0.0,4.0,RB,86.9,54.0,86.0,9.4,8.0,136.0,10.8,294.3,168.0,107.6,82.7,53.0,82.0,8.6,8.0,111.0,85.0,33.6,8.0,393.0,,25.0,3.0,33.0,192.0,,323.0,67.0,3.0,274.0,,,24.0,30.0,28.6,HOU,13.0,380.0,,
Rhamondre Stevenson,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,240.6,0.0,0.0,0.0,,,,,,132.0,,0.0,0.0,,4.0,0.0,22.0,,,,,,0.0,0.0,31.0,RB,71.1,46.0,73.0,11.9,7.0,107.0,0.0,196.1,109.0,0.0,61.3,41.0,60.0,12.8,7.0,107.0,75.0,54.8,7.0,366.0,,0.0,0.0,0.0,0.0,,255.0,0.0,0.0,0.0,,,4.0,0.0,52.7,NE,12.0,358.0,,
Richard Rodgers,,,,,,,,,,,,,3.3,,,,,,,0.0,0.0,,1.7,0.1,2.2,24.6,,333.5,0.0,0.0,0.0,,,,,,229.0,,0.0,66.7,,0.0,46.5,33.0,,,,,,0.0,0.0,33.0,TE,57.0,35.0,72.0,24.2,8.0,114.0,5.0,361.5,294.0,70.5,66.2,46.0,81.0,12.5,8.0,89.0,74.0,60.8,8.0,474.0,,24.0,2.0,31.0,345.0,,437.0,0.0,0.0,0.0,,,33.0,33.3,41.5,FA,15.0,385.0,,
Richie James Jr.,,,,,,,,,,,,,3.8,,,,,,,0.0,0.0,,2.1,0.1,3.2,35.8,,358.6,0.0,0.0,0.0,,,,,,327.0,,0.0,0.0,,0.0,41.4,1.0,,,,,,0.0,0.0,2.0,WR,124.2,87.0,152.0,15.8,11.0,149.0,5.9,367.8,315.0,64.4,145.6,110.0,171.0,24.7,11.0,203.0,153.0,57.0,11.0,471.0,,23.0,1.0,35.0,394.0,,475.0,0.0,0.0,0.0,,,9.0,0.0,22.0,SF,16.0,395.0,,
Ricky Seals-Jones,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,12.0,,,,,,,,19.0,,85.5,77.0,108.0,8.5,10.0,94.0,0.0,,,0.0,91.5,78.0,100.0,12.8,9.0,118.0,107.0,,10.0,,,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,8.0,0.0,,WAS,,,,
Rico Bussey,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,22.0,,,,,,,,14.0,,224.0,220.0,243.0,4.0,14.0,228.0,0.0,,,0.0,256.0,251.0,289.0,5.0,15.0,261.0,243.0,,13.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,22.0,0.0,,PIT,,,,
Rico Dowdle,,,,,,,,,,,,,0.2,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.5,0.0,1.6,,,,,,,,0.0,0.0,,3.0,2.4,26.0,,,,,,,,25.0,,142.6,105.0,153.0,17.7,11.0,170.0,0.2,,,2.4,128.8,117.0,157.0,11.7,11.0,150.0,155.0,,11.0,,,0.0,0.0,0.0,0.0,,,7.0,0.0,24.0,,,19.0,0.0,,DAL,,,,
Riley Ridley,,,,,,,,,,,,,0.8,,,,,,,,,,0.8,0.0,0.8,7.8,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,7.0,3.9,33.0,,,,,,,,33.0,,181.8,170.0,194.0,8.6,12.0,191.0,1.6,,,7.9,205.7,165.0,216.0,24.3,12.0,235.0,191.0,,12.0,,,4.0,0.0,4.0,39.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,,,,
River Cracraft,,,,,,,,,,,,,0.5,,,,,,,,,,0.7,0.0,1.0,4.6,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,4.1,1.0,,,,,,,,2.0,,196.7,182.0,213.0,10.5,12.0,206.0,1.1,,,10.1,238.7,210.0,272.0,37.1,14.0,291.0,210.0,,12.0,,,6.0,0.0,9.0,41.0,,,0.0,0.0,0.0,,,9.0,0.0,,SF,,,,
Rob Gronkowski,,,,,,,,,,,,,6.5,,,,,,,0.0,0.0,,2.8,0.4,4.8,38.9,,129.3,0.0,0.0,0.0,,,,,,69.0,,12.5,56.3,,1.0,104.3,14.0,,,,,,0.0,0.0,7.0,TE,14.9,7.0,14.0,3.8,3.0,31.0,9.3,147.6,69.0,149.3,18.6,11.0,17.0,4.1,3.0,31.0,18.0,28.4,4.0,258.0,,45.0,7.0,77.0,623.0,,125.0,0.0,0.0,0.0,,,23.0,43.8,23.4,TB,9.0,258.0,,
Robbie Gould,0.0,3.0,5.0,9.0,2.0,0.0,0.2,0.3,0.6,0.1,,,7.1,,,,,,,0.0,0.0,,,,,,,229.6,,,,,,2.5,2.4,,110.0,,6.7,40.0,,,106.0,17.0,,,,,,0.0,0.0,10.0,K,11.6,6.0,11.0,3.5,3.0,22.0,,230.4,169.0,,,,,,,,,19.2,,298.0,,,,,,,227.0,,,,,,21.0,33.3,15.5,SF,11.0,287.0,38.0,36.0
Robby Anderson,,,,,,,,,,,,,8.1,,,,,,,0.0,0.0,,5.9,0.2,8.5,68.5,,80.0,0.3,0.0,0.9,,,,,,48.0,,0.0,18.8,,2.0,129.2,5.0,,,,,,0.0,0.0,7.0,WR,35.1,21.0,32.0,4.9,5.0,53.0,14.0,68.3,33.0,224.2,30.2,15.0,29.0,6.1,5.0,48.0,30.0,16.4,5.0,156.0,,95.0,3.0,136.0,1096.0,,74.0,4.0,0.0,15.0,,,7.0,50.0,12.3,CAR,7.0,144.0,,
Robert Tonyan,,,,,,,,,,,,,7.8,,,,,,,0.0,0.0,,3.3,0.7,3.7,36.6,,89.9,0.0,0.0,0.0,,,,,,53.0,,12.5,31.3,,1.0,124.6,27.0,,,,,,0.0,0.0,6.0,TE,9.2,5.0,9.0,2.1,2.0,15.0,11.0,100.0,63.0,176.6,10.6,6.0,10.0,2.2,2.0,20.0,10.0,18.0,3.0,166.0,,52.0,11.0,59.0,586.0,,87.0,0.0,0.0,0.0,,,28.0,50.0,19.0,GB,7.0,142.0,,
Robert Woods,,,,,,,,,,,,,9.7,,,,,,,0.0,0.0,,5.6,0.4,8.1,58.5,,41.2,1.5,0.1,9.7,,,,,,29.0,,12.5,25.0,,1.0,155.1,3.0,,,,,,0.0,0.0,4.0,WR,17.6,11.0,17.0,3.1,3.0,32.0,15.3,33.8,20.0,245.1,14.2,8.0,13.0,3.2,3.0,24.0,12.0,5.5,3.0,50.0,,90.0,6.0,129.0,936.0,,42.0,24.0,2.0,155.0,,,5.0,56.3,6.4,LAR,5.0,79.0,,
Rodney Smith,,,,,,,,,,,,,3.9,,,,,,,,,,1.3,0.0,1.6,8.4,,,5.9,0.1,22.3,,,,,,,,0.0,0.0,,3.0,27.5,27.0,,,,,,,,26.0,,144.8,121.0,163.0,19.4,11.0,175.0,5.2,,,36.5,140.0,121.0,163.0,12.8,11.0,157.0,161.0,,11.0,,,9.0,0.0,11.0,59.0,,,41.0,1.0,156.0,,,20.0,0.0,,CAR,,,,
Rodrigo Blankenship,0.0,10.0,12.0,9.0,1.0,0.0,0.6,0.8,0.6,0.1,,,9.4,,,,,,,0.0,0.0,,,,,,,224.3,,,,,,2.8,2.7,,123.0,,18.8,18.8,,,150.0,28.0,,,,,,0.0,0.0,31.0,K,8.1,4.0,7.0,3.0,2.0,20.0,,224.6,177.0,,,,,,,,,21.4,,309.0,,,,,,,221.0,,,,,,3.0,56.3,22.0,IND,11.0,309.0,45.0,43.0
Ronald Jones II,,,,,,,,,,,,,11.3,,,,,,,0.0,0.0,,2.0,0.1,3.0,11.8,,82.5,13.7,0.5,69.9,,,,,,51.0,,0.0,0.0,,0.0,158.3,32.0,,,,,,0.0,0.0,24.0,RB,30.6,22.0,31.0,4.2,5.0,51.0,13.3,98.0,47.0,186.3,35.0,20.0,32.0,5.8,5.0,49.0,32.0,19.9,5.0,165.0,,28.0,1.0,42.0,165.0,,78.0,192.0,7.0,978.0,,,32.0,0.0,14.3,TB,7.0,149.0,,
Rondale Moore,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,202.1,0.0,0.0,0.0,,,,,,111.0,,0.0,0.0,,4.0,0.0,11.0,,,,,,0.0,0.0,15.0,WR,74.5,47.0,73.0,13.9,7.0,112.0,0.0,170.6,96.0,0.0,64.3,41.0,65.0,12.4,7.0,114.0,69.0,43.2,7.0,337.0,,0.0,0.0,0.0,0.0,,198.0,0.0,0.0,0.0,,,13.0,0.0,44.6,ARI,11.0,333.0,,
Ross Dwelley,,,,,,,,,,,,,1.9,,,,,,,,,,1.2,0.1,1.5,15.3,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,2.0,30.5,25.0,,,,,,,,5.0,,60.0,51.0,75.0,3.9,8.0,66.0,3.1,,,49.5,64.2,48.0,71.0,8.8,7.0,76.0,78.0,,8.0,,,19.0,1.0,24.0,245.0,,,0.0,0.0,0.0,,,30.0,0.0,,SF,,,,
Ross Travis,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,29.0,,,,,,,,22.0,,90.5,78.0,111.0,12.5,10.0,103.0,0.0,,,0.0,97.3,74.0,121.0,17.8,9.0,117.0,110.0,,10.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,26.0,0.0,,ARI,,,,
Royce Freeman,,,,,,,,,,,,,1.6,,,,,,,0.0,0.0,,0.8,0.0,0.8,5.1,,340.1,2.2,0.0,10.6,,,,,,264.0,,0.0,0.0,,3.0,25.1,3.0,,,,,,0.0,0.0,1.0,RB,97.5,75.0,104.0,9.8,9.0,130.0,2.3,334.5,227.0,37.1,95.2,67.0,102.0,11.1,9.0,125.0,104.0,35.4,9.0,396.0,,12.0,0.0,13.0,81.0,,383.0,35.0,0.0,170.0,,,14.0,0.0,25.9,DEN,14.0,393.0,,
Russell Gage,,,,,,,,,,,,,6.8,,,,,,,0.0,0.0,,4.5,0.3,6.8,49.1,,174.4,0.1,0.0,0.6,,,,,,81.0,,0.0,43.8,,2.0,109.06,8.0,,,,,,0.0,0.0,10.0,WR,65.3,36.0,63.0,10.8,7.0,95.0,11.3,146.7,72.0,181.06,57.0,31.0,57.0,9.5,7.0,86.0,58.0,34.3,7.0,271.0,,72.0,4.0,109.0,786.0,,166.0,2.0,0.0,9.0,,,12.0,37.5,38.4,ATL,10.0,276.0,,
Russell Wilson,,,,,,,,,,,,,23.3,,,34.9,24.0,0.8,69%,2.5,263.3,,,,,,,70.5,5.2,0.1,32.1,2.9,,,,263.3,43.0,,18.8,18.8,,1.0,372.78,32.0,,13.0,558.0,384.0,69%,40.0,4212.0,27.0,QB,6.5,2.0,6.0,1.5,2.0,12.0,,69.1,38.0,,,,,,,,,9.1,,103.0,,,,,,,66.0,83.0,2.0,513.0,47.0,,31.0,62.5,9.4,SEA,6.0,117.0,,
Ryan Fitzpatrick,,,,,,,,,,,,,16.1,,,26.7,18.3,0.8,69%,1.3,209.1,,,,,,,150.5,3.0,0.2,15.1,1.4,,,,209.1,82.0,,14.3,14.3,,1.0,160.74,12.0,,8.0,267.0,183.0,69%,13.0,2091.0,12.0,QB,20.6,14.0,20.0,3.7,4.0,32.0,,150.1,105.0,,,,,,,,,31.5,,284.0,,,,,,,139.0,30.0,2.0,151.0,14.0,,9.0,42.9,33.0,WAS,9.0,320.0,,
Ryan Griffin,,,,,,,,,,,,,0.6,,,,,,,0.0,0.0,,0.6,0.0,0.8,5.7,,360.3,0.0,0.0,0.0,,,,,,305.0,,0.0,0.0,,2.0,8.6,9.0,,,,,,0.0,0.0,15.0,TE,55.7,39.0,59.0,7.5,7.0,71.0,1.2,367.5,315.0,17.6,63.4,45.0,66.0,9.9,7.0,88.0,58.0,38.7,7.0,453.0,,9.0,0.0,12.0,86.0,,431.0,0.0,0.0,0.0,,,9.0,0.0,13.4,NYJ,15.0,389.0,,
Ryan Izzo,,,,,,,,,,,,,1.5,,,,,,,,,,1.1,0.0,1.7,16.6,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,17.9,13.0,,,,,,,,17.0,,75.5,71.0,89.0,4.6,9.0,83.0,2.6,,,30.9,91.8,70.0,93.0,13.3,8.0,115.0,92.0,,9.0,,,13.0,0.0,20.0,199.0,,,0.0,0.0,0.0,,,13.0,0.0,,NYG,,,,
Ryan Nall,,,,,,,,,,,,,0.8,,,,,,,,,,0.5,0.1,0.6,4.5,,,0.2,0.0,0.0,,,,,,,,0.0,0.0,,5.0,12.7,8.0,,,,,,,,7.0,,156.3,143.0,183.0,16.8,11.0,180.0,1.4,,,20.7,150.5,137.0,180.0,14.7,12.0,175.0,182.0,,11.0,,,8.0,1.0,9.0,67.0,,,3.0,0.0,0.0,,,13.0,0.0,,CHI,,,,
Ryan Succop,1.0,10.0,9.0,7.0,1.0,0.1,0.6,0.6,0.4,0.1,,,9.1,,,,,,,0.0,0.0,,,,,,,238.1,,,,,,3.6,3.3,,119.0,,18.8,43.8,,,145.0,31.0,,,,,,0.0,0.0,25.0,K,10.1,4.0,9.0,3.1,3.0,18.0,,230.8,176.0,,,,,,,,,24.6,,324.0,,,,,,,235.0,,,,,,29.0,43.8,22.7,TB,12.0,287.0,57.0,52.0
Ryan Tannehill,,,,,,,,,,,,,21.9,,,30.1,19.7,0.4,65%,2.1,238.7,,,,,,,92.9,2.7,0.4,16.6,1.5,,,,238.7,65.0,,18.8,25.0,,1.0,350.36,26.0,,7.0,481.0,315.0,65%,33.0,3819.0,22.0,QB,9.9,6.0,10.0,1.6,3.0,16.0,,90.0,53.0,,,,,,,,,10.1,,115.0,,,,,,,90.0,43.0,7.0,266.0,24.0,,23.0,50.0,12.2,TEN,7.0,153.0,,
Sage Surratt,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,321.5,0.0,0.0,0.0,,,,,,268.0,,0.0,0.0,,7.0,0.0,23.0,,,,,,0.0,0.0,6.0,WR,152.4,94.0,168.0,19.9,11.0,190.0,0.0,591.5,497.0,0.0,185.0,144.0,180.0,59.0,11.0,358.0,166.0,94.5,11.0,686.0,,0.0,0.0,0.0,0.0,,483.0,0.0,0.0,0.0,,,30.0,0.0,53.5,DET,16.0,375.0,,
Salvon Ahmed,,,,,,,,,,,,,9.7,,,,,,,0.0,0.0,,1.8,0.0,2.3,10.2,,186.4,12.5,0.5,53.2,,,,,,119.0,,0.0,0.0,,2.0,58.0,11.0,,,,,,0.0,0.0,32.0,RB,58.6,41.0,58.0,8.0,7.0,100.0,11.5,193.3,123.0,69.0,60.4,44.0,59.0,6.9,7.0,89.0,57.0,31.5,7.0,327.0,,11.0,0.0,14.0,61.0,,184.0,75.0,3.0,319.0,,,2.0,0.0,34.8,MIA,10.0,365.0,,
Sam Darnold,,,,,,,,,,,,,12.1,,,30.3,18.1,0.9,60%,0.8,184.0,,,,,,,188.9,3.1,0.2,18.1,2.9,,,,184.0,114.0,,0.0,75.0,,1.0,145.02,8.0,,11.0,364.0,217.0,60%,9.0,2208.0,5.0,QB,25.4,18.0,27.0,3.3,4.0,34.0,,185.6,118.0,,,,,,,,,35.2,,319.0,,,,,,,176.0,37.0,2.0,217.0,35.0,,17.0,16.7,41.1,CAR,10.0,320.0,,
Sam Ehlinger,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,3.0,0.0,15.0,,0.0,0.0,0.0,0,,,31.0,,54.3,43.0,51.0,10.9,7.0,80.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,4.0,0.0,,IND,,,,
Sam Ficken,0.0,5.0,6.0,1.0,1.0,0.0,0.6,0.7,0.1,0.1,,,6.0,,,,,,,0.0,0.0,,,,,,,322.8,,,,,,1.7,1.3,,252.0,,11.1,66.7,,,54.0,30.0,,,,,,0.0,0.0,3.0,K,30.9,15.0,35.0,2.7,6.0,37.0,,301.4,251.0,,,,,,,,,26.9,,353.0,,,,,,,420.0,,,,,,32.0,22.2,22.4,TEN,15.0,353.0,15.0,12.0
Sam Sloman,0.0,2.0,6.0,2.0,0.0,0.0,0.3,0.8,0.3,0.0,,,6.9,,,,,,,0.0,0.0,,,,,,,315.7,,,,,,3.3,2.9,,129.0,,0.0,0.0,,,55.0,4.0,,,,,,0.0,0.0,15.0,K,29.6,24.0,37.0,4.7,6.0,40.0,,314.9,276.0,,,,,,,,,17.0,,342.0,,,,,,,367.0,,,,,,7.0,0.0,15.0,PIT,14.0,335.0,26.0,23.0
Samaje Perine,,,,,,,,,,,,,3.4,,,,,,,0.0,0.0,,0.7,0.0,0.8,4.1,,257.7,3.9,0.2,18.8,,,,,,137.0,,0.0,0.0,,2.0,54.7,10.0,,,,,,0.0,0.0,23.0,RB,75.9,49.0,82.0,15.3,8.0,109.0,4.1,249.2,132.0,65.7,73.2,50.0,73.0,11.8,8.0,113.0,84.0,52.6,8.0,387.0,,11.0,0.0,12.0,66.0,,293.0,63.0,3.0,301.0,,,7.0,0.0,64.7,CIN,13.0,386.0,,
Sammy Watkins,,,,,,,,,,,,,5.1,,,,,,,0.0,0.0,,3.7,0.2,5.5,42.1,,224.0,0.1,0.0,0.3,,,,,,88.0,,0.0,0.0,,3.0,51.4,15.0,,,,,,0.0,0.0,16.0,WR,80.7,39.0,79.0,9.3,8.0,114.0,8.8,222.6,99.0,88.4,80.6,43.0,81.0,9.4,8.0,114.0,79.0,30.3,8.0,336.0,,37.0,2.0,55.0,421.0,,216.0,1.0,0.0,3.0,,,18.0,0.0,29.9,BAL,11.0,339.0,,
San Francisco 49ers,,,,,,,,,,,0.0,0.1,5.5,0.5,0.8,,,,,0.0,0.0,0.0,,,,,0.0,171.6,,,,1.9,0.0,,,,93.0,0.0,,,1.0,,88.0,14.0,8.0,12.0,,,,0.0,0.0,25.0,DEF,6.9,1.0,6.0,2.8,2.0,15.0,,171.2,124.0,,,,,,,,,19.0,,248.0,0.0,,,,,0.0,170.0,,,,30.0,0.0,7.0,,17.7,SF,10.0,225.0,,
